Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Дублинец,ирландский паб,Кафе; Бары,"Никольская улица, 10",1 этаж,109012,,Тверской,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-24:00,+03:00,,,84959660906,,,irishman@dublinerpub.ru,,http://dublinerpub.ru,,,,https://vk.com/dublinerpub,,,,,,,,,70000001101762861,55.758018,37.624038,4504235282744992,Никольская Плаза,4504694886156752,2,70000001035840048,Дублинец,ирландский паб,Бары,bar,2,31,2026-06-01T11:04:18Z,,0,32,https://2gis.com/firm/70000001101762861,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Левантская хижина,кафе,Кафе; Доставка еды,"Никитский бульвар, 12",1 этаж,119019,,Пресненский,Москва,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,5.0,9,89263256415,,,,,,,,,,https://wa.me/79263256415,,,,,,,,70000001089268542,55.755046,37.600862,4504235282749997,,,1,70000001089268541,Левантская хижина,кафе,Доставка еды,cafe,2,28,2026-06-03T13:18:51Z,,0,32,https://2gis.com/firm/70000001089268542,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Antalya,кафе турецкой кухни,Кафе,"улица Сущёвский Вал, 5 ст5",1 этаж,127018,,Марьина Роща,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.1,14,89775040494,89775040401,,,,,,,,,https://wa.me/79775040401,,,,,,,,70000001090362158,55.793785,37.590257,4504235283025146,,,1,70000001090362157,Antalya,кафе турецкой кухни,Кафе,cafe,1,28,2025-06-27T12:49:14Z,,0,32,https://2gis.com/firm/70000001090362158,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Жажда,бар,Кафе; Бары; Доставка еды,"Большой Трёхсвятительский переулок, 2/1 ст8",1 этаж,109028,,Басманный,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-23:00,+03:00,4.8,17,89854747088,,,,,http://jajdamolodejy.ru.tilda.ws,http://zhazhdabar.ru/,http://t.me/jajdakitaygorod,,,,,,,,,,,70000001104403919,55.754953,37.642895,4504235301164894,,,1,70000001104403918,Жажда,бар,Бары,bar,3,19,2026-06-19T12:18:50Z,,0,32,https://2gis.com/firm/70000001104403919,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Аис,кафе,Кафе,"1-й Стрелецкий проезд, 14",1 этаж,127018,,Марьина Роща,Москва,,Москва,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 07:30-22:00; Вс: 07:30-22:00,+03:00,4.8,6,89672786775,,,,,,,,,,,,,,,,,,70000001105088577,55.798372,37.608654,4504235318669832,,,1,70000001105088576,Аис,кафе,Кафе,cafe,1,29,2026-06-19T13:12:49Z,,0,32,https://2gis.com/firm/70000001105088577,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Pizza? Si!,пиццерия,Кафе; Пиццерии; Доставка еды,"проспект Мира, 77 к1",1 этаж,129110,,Мещанский,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.9,158,89261236448,,,,,http://pizzasi.ru,,,,,https://wa.me/79261236448,,,,,https://t.me/+79261236448,,,70000001038486342,55.789993,37.634192,4504235282659959,,,1,70000001038486341,Pizza? Si!,пиццерия,Пиццерии,pizza,3,34,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001038486342,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Megobari,грузинский винный бар,Кафе; Доставка еды; Бары,"улица Маросейка, 15",1 этаж,101000,,Басманный,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.9,254,89057004007,,,,,http://megobari.wine/maroseyka,,,,https://vk.com/megobariwine,,,,,,https://t.me/megobari_wine,,,70000001032118435,55.757816,37.636428,4504235282982261,,,4,70000001032118434,Megobari,грузинский винный бар,Кафе,bar,3,36,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001032118435,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Сибирячка и снегирь,кафе,Кафе,"Большой Спасоглинищевский переулок, 9 ст1",1 этаж,101000,,Басманный,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-23:00,+03:00,4.5,31,84993500510,,,,,http://sibiryachaisnegir.ru,,,,https://vk.com/sibiryachkaisnegir,,,,,,,,,70000001095224158,55.754621,37.636508,4504235282740446,,,1,70000001095224157,Сибирячка и снегирь,кафе,Кафе,cafe,1,18,2026-06-23T13:06:10Z,,0,32,https://2gis.com/firm/70000001095224158,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Будем Ближе,кафе,Кафе,"улица Зорге, 9а к1",,125252,,Хорошёвский,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,2,89162634147,,,,,http://будемближе.рф/,,,,,,,,,,,,,70000001104026315,55.78296,37.509659,70030076200137168,,,2,70000001104026314,Будем Ближе,кафе,Кафе,cafe,1,4,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001104026315,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Бруско,траттория,Кафе; Пиццерии; Бары,"Шелепихинская набережная, 34 к6",,123290,,Хорошёво-Мнёвники,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,,,84950014505,,,,,http://pizzabrusco.ru,,,,,,,,,,,,,70000001110583126,55.764114,37.509389,70030076227735330,,,1,70000001110583125,Бруско,траттория,Пиццерии,pizza,3,20,2026-06-08T13:40:41Z,,0,32,https://2gis.com/firm/70000001110583126,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
gg,кафе,Кафе,"Кочновский проезд, 4 к1",2 этаж,125319,,Аэропорт,Москва,,Москва,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,4.8,7,89957841965,,,,,,,,,,,,,,,,,,70000001065047106,55.806873,37.543765,4504235282639600,,,1,70000001065047105,gg,кафе,Кафе,cafe,1,25,2026-04-29T16:06:07Z,,0,32,https://2gis.com/firm/70000001065047106,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Триумф,кафе,Кафе; Банкетные залы; Доставка еды,"Новослободская улица, 54/56",цокольный этаж,127055,,Тверской,Москва,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:30-24:00; Вс: 11:30-24:00,+03:00,3.1,7,84956092242,84956092166,,,,,,,,,,,,,,,,,4504127908694088,55.788734,37.592696,4504235282649918,,,1,4504136498448474,Триумф,кафе,Кафе,food_restaurant,3,34,2025-10-31T13:33:45Z,,0,32,https://2gis.com/firm/4504127908694088,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Манжо,лобби-бар,Кафе; Бары; Кейтеринг,"Ленинградский проспект, 31а ст1",1 этаж,125284,,Беговой,Москва,,Москва,Россия,Пн: 08:30-19:00; Вт: 08:30-19:00; Ср: 08:30-19:00; Чт: 08:30-19:00; Пт: 08:30-19:00,+03:00,4.0,4,,,,,,,,,,,,,,,,,,,70000001034484031,55.78431,37.559304,4504235282679199,МФК Монарх,70030076428118517,1,70000001034484030,Манжо,лобби-бар,Бары,bar,3,26,2026-02-06T09:46:37Z,,0,32,https://2gis.com/firm/70000001034484031,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Николай,бар-буфет,Кафе; Пекарни; Доставка еды,"Пятницкая улица, 53",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,5.0,50,84951464559 (единая справочная: пн-вс 8:00-23:00),,,,,http://bar-bufet.ru,,,https://twitter.com/barbufet,https://vk.com/barbufet,,,,,,https://t.me/barbufet,,,4504127908833332,55.735082,37.627939,4504235282700886,,,3,4504136498535971,Николай,бар-буфет,Пекарни,cafe,3,27,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/4504127908833332,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Эрик Рыжий,паб-ресторан,Кафе; Рестораны; Бары,"улица Арбат, 36/2 ст1","-1, 1-2 этаж",119002,,Арбат,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.5,135,89268575847,,,,,http://untappd.com/v/eric-the-red-2level/3797427,http://t.me/ericred_pub,,,https://vk.com/eric_the_red_pub,,,,,,,,,70000001021067629,55.748732,37.588562,4504235282751908,,,1,70000001021067628,Эрик Рыжий,паб-ресторан,Рестораны,food_restaurant,3,27,2026-06-03T09:27:17Z,,0,32,https://2gis.com/firm/70000001021067629,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Quidi,кафе,Кафе; Кондитерские изделия,"Малая Бронная улица, 20 ст1",,123104,Патриаршие пруды м-н,Пресненский,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.1,26,84956090938,,,,,,,,,,,,,,,,,,70000001100842306,55.762255,37.595626,4504235282748065,,,1,70000001100842305,Quidi,кафе,Кондитерские изделия,cafe,2,11,2026-06-11T10:37:07Z,,0,32,https://2gis.com/firm/70000001100842306,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Atmosphere cafe&lounge,лаундж-бар премиум-формата,Кафе; Бары,"3-й Автозаводский проезд, 3",1 этаж,115280,,Даниловский,Москва,,Москва,Россия,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-04:00; Сб: 12:00-04:00; Вс: 12:00-01:00,+03:00,4.5,113,89264530040,,,,,http://atmospherelounge.ru,http://t.me/atmoscafelounge,,,,https://wa.me/79264530040,,,,,,,,70000001059104500,55.707649,37.655663,4504235282623620,,,1,70000001059104499,Atmosphere cafe&lounge,лаундж-бар премиум-формата,Кафе,bar,2,27,2026-05-07T09:48:18Z,,0,32,https://2gis.com/firm/70000001059104500,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Сармат,чайхана,Кафе,"Измайловское шоссе, 71 ст10",,105613,,Измайлово,Москва,,Москва,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,3.5,51,89647704773,,,,,,,,,,https://wa.me/79647704773,,,,,https://t.me/79647704773,,,4504127916938052,55.789698,37.748493,4504235283022303,,,1,4504136499502915,Сармат,чайхана,Кафе,cafe,1,20,2026-02-10T15:04:09Z,,0,32,https://2gis.com/firm/4504127916938052,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Лосось и Рис,,Кафе,"площадь Журавлева, 2 ст2",,107023,,Соколиная Гора,Москва,,Москва,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,,,89775494310,,,,,,,,,,,,,,,,,,70000001114740175,55.784219,37.702557,4504235282641684,,,1,70000001114740174,Лосось и Рис,,Кафе,cafe,1,0,2026-06-10T13:00:01Z,,0,32,https://2gis.com/firm/70000001114740175,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
СССР,чебуречная,Кафе; Доставка еды,"улица Арбат, 44 ст1",цокольный этаж,119002,,Арбат,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.3,192,89254888061,,,,,http://chebureky.ru,,,,https://vk.com/cheburekyru,,,,,,,,,70000001047777711,55.748158,37.586849,4504235282752106,,,6,4504136499239230,СССР,чебуречная,Кафе,cafe,2,25,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001047777711,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Вкусно,кафе,Кафе,"1-я Дубровская улица, 1 ст2",3 этаж,109044,,Таганский,Москва,,Москва,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+03:00,,,89779216947,,,,,,,,,,,,,,,,,,70000001113614870,55.729396,37.668653,4504235282822681,,,1,70000001113614869,Вкусно,кафе,Кафе,cafe,1,22,2026-05-19T11:38:28Z,,0,32,https://2gis.com/firm/70000001113614870,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Korean Grill BBQ Tokpokki,кафе,Кафе; Доставка еды,"Новослободская улица, 26 ст1",цокольный этаж; правый торец,127055,,Тверской,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.8,295,84957893915 (единый номер),,,,,http://t.me/tokpokkimsk,http://kpopholiday.ru,,,https://vk.com/tokpokkimsk,https://wa.me/79654046404,,,,,,,https://youtube.com/tokpokkimsk,70000001046256911,55.783035,37.59806,4504235282737486,,,1,70000001042701518,Korean Grill BBQ Tokpokki,кафе,Кафе,cafe,2,26,2026-06-02T13:23:23Z,,0,32,https://2gis.com/firm/70000001046256911,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Fresh,кафе,Кафе; Столовые,"Ольховская улица, 4 к2",1 этаж,105066,,Басманный,Москва,,Москва,Россия,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-16:00,+03:00,4.9,11,89104892848,,,,,http://t.me/freshcafemelnikoff,,,,,https://wa.me/79104892848,,,viber://chat/?number=79104892848,,,,,70000001033351988,55.77334,37.666076,4504235282653419,Мельникофф Хаус,,1,70000001033351987,Fresh,кафе,Кафе,food_service,2,13,2026-03-26T15:43:19Z,,0,32,https://2gis.com/firm/70000001033351988,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Горбуфет,шашлычная,Кафе,"Новокузнецкая улица, 39",1 этаж,115054,,Замоскворечье,Москва,,Москва,Россия,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-01:00,+03:00,3.7,8,89099909310,,,,,,,,,,,,,,,,,,70000001101568991,55.732427,37.635387,4504235282699940,,,1,70000001101568989,Горбуфет,шашлычная,Кафе,cafe,1,16,2026-06-16T10:39:03Z,,0,32,https://2gis.com/firm/70000001101568991,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Parka,бар,Кафе; Бары; Доставка еды,"Пятницкая улица, 22 ст1",1 этаж,115035,,Замоскворечье,Москва,,Москва,Россия,Пн: 12:00-06:00; Вт: 12:00-06:00; Ср: 12:00-06:00; Чт: 12:00-06:00; Пт: 12:00-06:00; Сб: 12:00-06:00; Вс: 12:00-06:00,+03:00,4.6,154,89261606313,,,,,http://barparka.ru/pyatnickaya,,,,https://vk.com/parka_bar,,,,,,https://t.me/parkabarbot,,,70000001021479881,55.741499,37.628413,4504235282709667,,,3,70000001021479880,Parka,бар,Бары,bar,3,21,2026-06-22T13:19:35Z,,0,32,https://2gis.com/firm/70000001021479881,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Чайхана,,Кафе,"улица Сущёвский Вал, 5 ст8",Т207 павильон,127018,,Марьина Роща,Москва,,Москва,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,1.0,1,89918720808,,,,,http://t.me/chaihana888,,,,,,,,,,,,,70000001114013043,55.795942,37.592383,4504235316260456,,,1,70000001114013042,Чайхана,Чайхана,Кафе,cafe,1,14,2026-05-05T10:16:05Z,,0,32,https://2gis.com/firm/70000001114013043,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Модники,бар,Кафе; Бары,"улица Маросейка, 9/2 ст1",цокольный этаж; синяя дверь,101000,,Басманный,Москва,,Москва,Россия,Ср: 18:00-24:00; Чт: 18:00-02:00; Пт: 18:00-05:00; Сб: 18:00-05:00,+03:00,3.9,22,89151343339,,,,,http://modnikibar.ru,,,,,https://wa.me/79151343339,,,,,,,,70000001075536534,55.757849,37.634769,4504235282758737,,,1,70000001075536533,Модники,бар,Бары,bar,2,16,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001075536534,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Сокол,кафе,Кафе; Банкетные залы,"Чапаевский переулок, 12",1 этаж,125252,,Сокол,Москва,,Москва,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,4.7,7,84991570255 (служба бронирования: круглосуточно),84952681394 (служба бронирования: круглосуточно),,,,,,,,,,,,,,,,,70000001017856042,55.798122,37.518207,4504235282636883,Гостиница Сокол,,1,70000001017856041,Сокол,кафе,Кафе,food_restaurant,2,29,2026-06-05T11:35:18Z,,0,32,https://2gis.com/firm/70000001017856042,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
