Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Aqua cafe,кофейня,Кафе; Доставка еды; Кофейни,"улица Лужники, 24 ст4",1 этаж,119048,,Хамовники,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.9,249,89859707337,84957395765,84959707337,,,http://www.novikovgroup.ru/restaurants/detail/aqua-cafe/,http://www.novikovgroup.ru/restaurants/detail/aqua-cafe,,,https://vk.com/novikovgroupp,,,,,,,,70000001046506561,55.712523,37.559273,70030076133258452,,,1,70000001046506560,Aqua cafe,кофейня,Кафе,cafe,3,27,2026-03-01T16:20:12Z,,0,32,https://2gis.com/firm/70000001046506561,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Dictatura estetica,коктейльный бар,Кафе; Бары; Доставка еды,"Берсеневская набережная, 6 ст2",1 этаж,119072,,Якиманка,Москва,,Москва,Россия,Пн: 16:00-24:00; Вт: 16:00-24:00; Ср: 16:00-24:00; Чт: 16:00-24:00; Пт: 16:00-02:00; Сб: 16:00-02:00; Вс: 16:00-24:00,+03:00,4.3,46,89057320369,,,,,http://t.me/dae_bar,,,,,,,,,,,,70000001026770391,55.740567,37.608769,4504235282788633,,,1,70000001052567880,Dictatura estetica,коктейльный бар,Бары,bar,3,26,2026-05-30T17:11:24Z,,0,32,https://2gis.com/firm/70000001026770391,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Mamma Pasta,детское кафе,Кафе,"Международная улица, 10",3 этаж,143401,,,Красногорск,Красногорск городской округ,Московская область,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+03:00,5.0,1,,,,,,,,,,,,,,,,,,70000001113442069,55.819271,37.38589,4504235310105728,,,1,70000001113442068,Mamma Pasta,детское кафе,Кафе,cafe,1,11,2026-04-13T12:30:25Z,,0,32,https://2gis.com/firm/70000001113442069,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Жужуна,кафе,Кафе,"2-я Песчаная улица, 2 к3",,125252,,Сокол,Москва,,Москва,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,,,89167743329,,,,,http://jujuna.ru,,,,,,,,,,,,70000001112426027,55.793636,37.517333,4504235325387695,,,1,70000001112426026,Жужуна,кафе,Кафе,cafe,1,6,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001112426027,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Papandopulo,ресторан греческой кухни,Кафе; Рестораны,"Пресненская набережная, 2",,123112,,Пресненский,Москва,,Москва,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,,,89654441905,,,,,http://pnp.moscow,,,,https://vk.com/papandopulo,,,,,https://t.me/pnp_moscow,,,70000001114632073,55.750113,37.542611,4504235282796239,Афимолл Сити,,2,70000001109598067,Papandopulo,ресторан греческой кухни,Рестораны,food_restaurant,2,0,2026-06-29T10:40:00Z,,0,32,https://2gis.com/firm/70000001114632073,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
22 сантиметра,пиццерия,Кафе; Пиццерии; Доставка еды,"улица Покровка, 27 ст1",цокольный-1 этаж,101000,,Басманный,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.9,310,89261046022,,,,,http://pizza22cm.ru,,,,https://vk.com/pizza22cm,,,,,,,,70000001097392567,55.759807,37.647885,4504235282733442,,,2,70000001032240411,22 сантиметра,пиццерия,Пиццерии,pizza,3,31,2026-06-12T12:22:44Z,,0,32,https://2gis.com/firm/70000001097392567,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Файза,чайхана,Кафе,"Азовская улица, 18","цокольный, 2 этаж",117303,,Зюзино,Москва,,Москва,Россия,Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-01:00,+03:00,4.6,210,89855082200,89851082200,84993174312,,,http://faiza.ru,,,,,https://wa.me/79663882200,,,,,,https://youtube.com/channel/UCgZOear2UnskFo41Z9EL4Lg,70000001033169420,55.655894,37.597684,4504235282582872,,,1,70000001033169419,Файза,чайхана,Кафе,cafe,1,26,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001033169420,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Авокадо,вегетарианское кафе,Кафе; Доставка еды,"Чистопрудный бульвар, 12 к2",1 этаж,101000,,Басманный,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 12:00-23:00,+03:00,5.0,470,89151927070,,,,,http://avocadocafe.ru/link,http://avocadocafe.ru,,,,,,,,https://t.me/cafeavocado,,,4504127908750792,55.761006,37.643636,4504235282745593,,,1,4504136498479140,Авокадо,вегетарианское кафе,Кафе,cafe,2,49,2026-04-30T19:20:44Z,,0,32,https://2gis.com/firm/4504127908750792,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Старая Арба,чайхана,Кафе,"Пятницкая улица, 12",1 этаж,143442,,,,Красногорск городской округ,Московская область,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,5.0,6,89255001719,,,,,,,,,,https://wa.me/79255001719,,,,https://t.me/+79255001719,,,70000001087679980,55.873577,37.316049,70030076157466424,,,1,70000001087679979,Старая Арба,чайхана,Кафе,cafe,1,21,2026-05-26T16:52:56Z,,0,32,https://2gis.com/firm/70000001087679980,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Однажды в Тбилиси,,Кафе; Доставка еды,"улица Дыбенко, 7/1 ст1",3 этаж,125475,,Ховрино,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.1,14,89264670742,,,,,http://t.me/odnazhdyvtbilisi,,,,https://vk.com/odnazhdyvtbilisi,,,,,,,,70000001104979236,55.879179,37.478868,70030076214959246,,70030076380055625,1,70000001104979235,Однажды в Тбилиси,,Кафе,cafe,2,15,2026-07-02T15:47:06Z,,0,32,https://2gis.com/firm/70000001104979236,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Remy kitchen bakery,ресторан,Кафе; Рестораны; Пекарни; Доставка еды,"Лесная улица, 20 ст1",1 этаж,125196,,Тверской,Москва,,Москва,Россия,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+03:00,4.6,149,89254673390,,,,,http://remykitchenbakery.ru,,,,,https://wa.me/79254673390,,,,,,,70000001036326886,55.779949,37.591423,4504235282738062,,,13,70000001028065102,Remy kitchen bakery,ресторан,Рестораны,food_restaurant,4,37,2026-05-29T19:07:21Z,,0,32,https://2gis.com/firm/70000001036326886,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Лукум,кафе-бар,Кафе; Быстрое питание; Бары,"улица Маршала Бирюзова, 12",цокольный этаж,123298,,Щукино,Москва,,Москва,Россия,Пн: 11:30-22:00; Вт: 11:30-22:00; Ср: 11:30-22:00; Чт: 11:30-22:00; Пт: 11:30-22:00,+03:00,4.5,10,89164340040,89670148776,,,,,,,,,https://wa.me/79164340040,https://wa.me/79670148776,,,,,,4504127908386237,55.793109,37.494911,4504235282683182,,,1,4504136498298169,Лукум,кафе-бар,Кафе,fastfood,3,15,2026-06-08T15:01:35Z,,0,32,https://2gis.com/firm/4504127908386237,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Марено,кафе,Кафе; Доставка еды,"улица Викторенко, 4 к1",1 этаж,125167,,Хорошёвский,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00,+03:00,4.7,37,84991988941,,,,,,,,,,,,,,,,,70000001025501163,55.798614,37.527971,4504235282678173,,,1,70000001042602317,Марено,кафе,Кафе,cafe,2,40,2026-04-28T10:47:38Z,,0,32,https://2gis.com/firm/70000001025501163,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Pulcinella,кафе-пиццерия,Кафе; Доставка еды; Банкетные залы; Кейтеринг,"Совхозная улица, 6",1 этаж,141406,Левобережный м-н,,Химки,Химки городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-22:00,+03:00,4.6,25,89993509497,,,,,http://cafepulcinella.ru,http://pulcinella-dst.qr-cafe.ru,http://t.me/pulcinella_himki,,https://vk.com/pulcinella_himki,https://wa.me/79993509497,,,,https://t.me/+79993509497,,,70000001044884443,55.898407,37.479532,4504235282930423,,,1,70000001044884442,Pulcinella,кафе-пиццерия,Доставка еды,food_restaurant,4,42,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001044884443,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Osteria Romana,ресторан,Кафе; Доставка еды,"Пятницкая улица, 19",1 этаж,143442,,,,Красногорск городской округ,Московская область,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.6,8,89259615755,,,,,http://taplink.cc/id:10473233:b7d8,,,,https://vk.com/public220827149,,,,,,,,70000001062724418,55.870397,37.320399,70030076172665430,,,2,70000001058888505,Osteria Romana,ресторан,Кафе,cafe,2,22,2026-05-19T17:06:08Z,,0,32,https://2gis.com/firm/70000001062724418,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Вареничная №1,кафе,Кафе; Доставка еды,"Комсомольская площадь, 2а",цокольный этаж,107140,,Красносельский,Москва,,Москва,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+03:00,4.3,382,84993985275,,,,,http://varenichnaya1.ru,,,,https://vk.com/varenichnaya_1,,,,,,,https://youtube.com/channel/UC9d4o-UzXszGymUPBylemhg/videos,70000001034570904,55.774899,37.656786,4504235282657023,,,18,70000001041845568,Вареничная №1,кафе,Кафе,cafe,2,34,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001034570904,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Cazaban bistro&bakery,,Кафе,"Серпуховская площадь, 36/71",1 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.2,9,89256585799,,,,,http://cazabanbistro.com,,,,https://vk.com/club234720359,,,,,https://t.me/cazabanbistro,,,70000001104901511,55.730098,37.624082,4504235282705064,,,1,70000001104901510,Cazaban bistro&bakery,,Кафе,cafe,1,27,2026-03-24T13:27:11Z,,0,32,https://2gis.com/firm/70000001104901511,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Мануфактура,кофейня,Кафе; Кофейни,"Мещанская улица, 20/25",,129090,,Мещанский,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,5.0,12,89165973344,,,,,p4piw4gn.r.eu-central-1.awstrack.me/L0/https://fdn.gg/manufaktura-once/1/0107019dc9fc8e24-8d5f0480-a85c-42cc-925f-e80cc9adcdc4-000000/dA9fM7-8zJBXJUd-pizdEClHmvE=256,,,,,,,,,,,,70000001111562585,55.777945,37.628232,4504235282659413,,,2,70000001111562584,Мануфактура,кофейня,Кофейни,cafe,2,25,2026-05-18T12:10:11Z,,0,32,https://2gis.com/firm/70000001111562585,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Беседа,кафе,Кафе; Доставка еды,"улица Космонавта Волкова, 12",1 этаж,127299,,Войковский,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,2.4,23,84952268835,,,,,,,,,,,,,,,,,4504127918096088,55.815653,37.518857,4504235282639343,,,1,4504136499666033,Беседа,кафе,Кафе,cafe,2,29,2026-04-29T13:47:29Z,,0,32,https://2gis.com/firm/4504127918096088,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
22 сантиметра,пиццерия,Кафе; Пиццерии; Доставка еды,"улица Покровка, 27 ст1",цокольный-1 этаж,101000,,Басманный,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.9,312,89261046022,,,,,http://pizza22cm.ru,,,,https://vk.com/pizza22cm,,,,,,,,70000001097392567,55.759807,37.647885,4504235282733442,,,2,70000001032240411,22 сантиметра,пиццерия,Пиццерии,pizza,3,31,2026-06-12T12:22:44Z,,0,32,https://2gis.com/firm/70000001097392567,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Чико,кафе корейского стритфуда,Кафе; Доставка еды,"Большая Серпуховская улица, 8/7 ст2",,115093,,Замоскворечье,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.9,620,89891036444,,,,,http://t.me/chicko_ms,,,,https://vk.com/chicko_russia,,,,,https://t.me/moscow_chicko,,,70000001096198692,55.728882,37.624034,4504235282803241,,,9,70000001042655599,Чико,кафе корейского стритфуда,Кафе,cafe,2,1,2026-06-09T19:13:50Z,,0,32,https://2gis.com/firm/70000001096198692,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Якитория,японский ресторан,Кафе; Рестораны; Суши-бары; Доставка еды,"Багратионовский проезд, 7 к20а",1 этаж,121087,,Филёвский парк,Москва,,Москва,Россия,Пн: 10:00-05:00; Вт: 10:00-05:00; Ср: 10:00-05:00; Чт: 10:00-05:00; Пт: 10:00-05:00; Сб: 10:00-05:00; Вс: 10:00-05:00,+03:00,4.0,83,84957374922,,,,,http://yakitoriya.ru,,,,https://vk.com/yakitoriyaru,,,,,https://t.me/yakitoriya_tg,,,4504127908532003,55.74293,37.503442,4504235282688325,,,54,4504136498358385,Якитория,японский ресторан,Рестораны,food_restaurant,4,34,2025-12-04T09:36:11Z,,0,32,https://2gis.com/firm/4504127908532003,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Калина,кафе,Кафе,"Дмитровское шоссе, 46 к2",цокольный этаж,127238,,Тимирязевский,Москва,,Москва,Россия,Пн: 07:30-21:00; Вт: 07:30-21:00; Ср: 07:30-21:00; Чт: 07:30-21:00; Пт: 07:30-21:00; Сб: 07:30-21:00; Вс: 07:30-21:00,+03:00,2.6,10,84951502598,,,,,http://ahome-hotel.ru,,,,,,,,,,,,70000001053172023,55.844381,37.572156,4504235282556324,,,1,70000001053172022,Калина,кафе,Кафе,cafe,1,18,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001053172023,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Cross keys pub,английский паб,Кафе; Бары; Доставка еды,"улица Малая Дмитровка, 3",1 этаж,127006,,Тверской,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-06:00; Сб: 12:00-06:00; Вс: 12:00-24:00,+03:00,4.4,44,84956362955,,,,,http://crosskeyspub.ru,,,,,,,,,,,,70000001026086748,55.767163,37.606226,4504235282745380,,,1,70000001026086747,Cross keys pub,английский паб,Бары,bar,3,48,2026-06-10T11:29:16Z,,0,32,https://2gis.com/firm/70000001026086748,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Salden`s Taphouse,бар,Кафе; Бары,"Пятницкая улица, 3/4 ст1",2 этаж,115035,,Замоскворечье,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.8,196,89651422333,,,,,,,,,https://vk.com/moscowsaldenstaphouse,,,,,,,,70000001052423716,55.745605,37.627164,4504235282711766,,,2,70000001052423715,Salden`s Taphouse,бар,Бары,bar,2,30,2026-01-14T10:36:44Z,,0,32,https://2gis.com/firm/70000001052423716,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Rishon,кафе кошерной кухни,Кафе; Доставка еды,"улица Образцова, 11 ст1а",1 этаж,127055,,Марьина Роща,Москва,,Москва,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 10:00-15:00; Вс: 12:00-22:00,+03:00,4.8,19,84956413201,,,,,http://jewish-museum.ru/cafe,,,,https://vk.com/j_museum,,,,,,,,70000001045531190,55.789207,37.607184,4504235282602724,,70030076617271660,2,70000001045531189,Rishon,кафе кошерной кухни,Кафе,cafe,2,28,2026-05-13T17:22:41Z,,0,32,https://2gis.com/firm/70000001045531190,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
